customer_key,customer_number,customer_name,age_segment,customer_segment,total_orders,total_sales,total_quantity_purch,total_products,recency,AOV,avg_monthly_spent
5064,AW00016063,Francisco Kapoor,40 - 49,New,1,5,1,1,140,5,5
10687,AW00021686,Albert Ortega,40 - 49,New,1,10,1,1,140,10,10
9781,AW00020780,Michael White,60 - 69,New,1,10,1,1,140,10,10
10842,AW00021841,Lindsay Nath,Above 70,New,1,25,1,1,140,25,25
2294,AW00013293,Barbara Lu,50 - 59,New,1,22,1,1,140,22,22
6089,AW00017088,Wayne Yuan,40 - 49,New,1,25,1,1,140,25,25
3189,AW00014188,Meagan Sanchez,60 - 69,New,1,33,1,1,140,33,33
7765,AW00018764,Natalie Scott,40 - 49,New,1,70,1,1,140,70,70
4105,AW00015104,Ashley Thompson,50 - 59,New,1,70,1,1,140,70,70
11771,AW00022770,Chloe Morgan,Above 70,New,1,540,1,1,140,540,540
14132,AW00025131,Gerald Chandra,50 - 59,New,1,5,1,1,140,5,5
10176,AW00021175,Armando Gomez,50 - 59,New,1,35,1,1,140,35,35
12265,AW00023264,Warren Hu,50 - 59,New,1,540,1,1,140,540,540
11874,AW00022873,Robert Williams,50 - 59,New,1,540,1,1,140,540,540
6549,AW00017548,Kaylee Adams,50 - 59,New,1,1701,1,1,140,1701,1701
17902,AW00028901,Martha Hee,60 - 69,New,1,2443,1,1,140,2443,2443
7406,AW00018405,Sheila Gutierrez,50 - 59,New,1,5,1,1,140,5,5
16304,AW00027303,Arturo Yang,60 - 69,New,1,29,1,1,140,29,29
13963,AW00024962,Jonathan Jai,Above 70,New,1,33,1,1,140,33,33
16515,AW00027514,Daisy Navarro,60 - 69,New,1,540,1,1,140,540,540
13457,AW00024456,Danny Ruiz,Below 40,New,1,21,1,1,140,21,21
9805,AW00020804,Katelyn Torres,60 - 69,New,1,25,1,1,140,25,25
13291,AW00024290,Zoe Bell,40 - 49,New,1,33,1,1,140,33,33
17641,AW00028640,Bryce Cook,40 - 49,New,1,70,1,1,140,70,70
12346,AW00023345,Mario Lal,60 - 69,New,1,5,1,1,140,5,5
18268,AW00029267,Jordan Perez,50 - 59,New,1,5,1,1,140,5,5
1516,AW00012515,Shelby Bailey,40 - 49,New,1,9,1,1,140,9,9
9725,AW00020724,Ebony Vance,40 - 49,New,1,25,1,1,140,25,25
9108,AW00020107,Danielle Morris,60 - 69,New,1,70,1,1,140,70,70
18082,AW00029081,Darren Lopez,60 - 69,New,1,742,1,1,140,742,742
14314,AW00025313,Trevor Coleman,40 - 49,New,1,4,1,1,140,4,4
11857,AW00022856,Lance Carlson,40 - 49,New,1,5,1,1,140,5,5
18000,AW00028999,Edward Martinez,60 - 69,New,1,5,1,1,140,5,5
14017,AW00025016,Elijah Washington,40 - 49,New,1,5,1,1,140,5,5
15271,AW00026270,Hailey Bailey,60 - 69,New,1,5,1,1,140,5,5
10837,AW00021836,Kristi Raman,Above 70,New,1,5,1,1,140,5,5
2298,AW00013297,Arthur Rubio,50 - 59,New,1,22,1,1,140,22,22
16291,AW00027290,Marcus Evans,40 - 49,New,1,29,1,1,140,29,29
14826,AW00025825,Tammy Fernandez,40 - 49,New,1,5,1,1,140,5,5
16205,AW00027204,Devin Hall,60 - 69,New,1,5,1,1,140,5,5
5645,AW00016644,Leonard Goel,Above 70,New,1,5,1,1,140,5,5
3529,AW00014528,Casey Ramos,50 - 59,New,1,5,1,1,140,5,5
17995,AW00028994,Noah Hayes,Above 70,New,1,25,1,1,140,25,25
14957,AW00025956,Charles Ramirez,40 - 49,New,1,25,1,1,140,25,25
11238,AW00022237,Angel Morris,50 - 59,New,1,30,1,1,140,30,30
17592,AW00028591,Mary Collins,60 - 69,New,1,35,1,1,140,35,35
574,AW00011573,Meagan Subram,40 - 49,New,1,35,1,1,140,35,35
8695,AW00019694,Stephanie Perez,50 - 59,New,1,70,1,1,140,70,70
13054,AW00024053,Jose Allen,50 - 59,New,1,2443,1,1,140,2443,2443
14350,AW00025349,Jose Coleman,60 - 69,New,1,5,1,1,140,5,5
5766,AW00016765,Dalton White,40 - 49,New,1,5,1,1,140,5,5
16640,AW00027639,Emma Price,50 - 59,New,1,21,1,1,140,21,21
11863,AW00022862,Derrick Navarro,40 - 49,New,1,540,1,1,140,540,540
1786,AW00012785,Javier Ortega,50 - 59,New,1,2295,1,1,140,2295,2295
13130,AW00024129,Jamie Gutierrez,40 - 49,New,1,4,1,1,140,4,4
12477,AW00023476,Charles Hall,50 - 59,New,1,5,1,1,140,5,5
8928,AW00019927,Ruben Fernandez,60 - 69,New,1,5,1,1,140,5,5
2932,AW00013931,Luke Hernandez,50 - 59,New,1,22,1,1,140,22,22
10222,AW00021221,Martin Sai,50 - 59,New,1,30,1,1,140,30,30
17307,AW00028306,Elizabeth Powell,50 - 59,New,1,5,1,1,140,5,5
16062,AW00027061,Gabrielle Scott,40 - 49,New,1,5,1,1,140,5,5
17460,AW00028459,Dana Mu├▒oz,60 - 69,New,1,21,1,1,140,21,21
2862,AW00013861,Hailey Rogers,40 - 49,New,1,22,1,1,140,22,22
13952,AW00024951,Jeremy Ward,Above 70,New,1,33,1,1,140,33,33
16518,AW00027517,Jessie Xu,60 - 69,New,1,540,1,1,140,540,540
14595,AW00025594,Cindy Malhotra,50 - 59,New,1,1215,1,1,140,1215,1215
11558,AW00022557,Jason Scott,60 - 69,New,1,5,1,1,140,5,5
14686,AW00025685,Barbara Liu,50 - 59,New,1,21,1,1,140,21,21
18409,AW00029408,Heather Chen,40 - 49,New,1,54,1,1,140,54,54
10280,AW00021279,Linda Rousey,60 - 69,New,1,5,1,1,139,5,5
7070,AW00018069,Elijah Hill,Above 70,New,1,5,1,1,139,5,5
3621,AW00014620,Kayla Patterson,50 - 59,New,1,5,1,1,139,5,5
9979,AW00020978,Bruce Srini,Above 70,New,1,5,1,1,139,5,5
1519,AW00012518,Jacquelyn Dominguez,40 - 49,New,1,9,1,1,139,9,9
18377,AW00029376,Matthew Robinson,50 - 59,New,1,21,1,1,139,21,21
1274,AW00012273,Nelson Carlson,60 - 69,New,1,50,1,1,139,50,50
16779,AW00027778,Tabitha Garcia,50 - 59,New,1,540,1,1,139,540,540
16980,AW00027979,Ramon Zeng,40 - 49,New,1,5,1,1,139,5,5
15679,AW00026678,Miranda Hughes,60 - 69,New,1,5,1,1,139,5,5
8391,AW00019390,Terrance Perez,40 - 49,New,1,5,1,1,139,5,5
8828,AW00019827,Justin Smith,50 - 59,New,1,22,1,1,139,22,22
10552,AW00021551,Elijah Butler,40 - 49,New,1,30,1,1,139,30,30
9275,AW00020274,Brent Wang,40 - 49,New,1,70,1,1,139,70,70
18022,AW00029021,William Clark,60 - 69,New,1,70,1,1,139,70,70
16523,AW00027522,Madeline Carter,40 - 49,New,1,70,1,1,139,70,70
5906,AW00016905,Janet Stewart,Above 70,New,1,5,1,1,139,5,5
10861,AW00021860,Jacquelyn Gill,60 - 69,New,1,5,1,1,139,5,5
16504,AW00027503,Warren Shen,40 - 49,New,1,21,1,1,139,21,21
7875,AW00018874,Julia Green,Above 70,New,1,70,1,1,139,70,70
6621,AW00017620,Miranda Coleman,50 - 59,New,1,1701,1,1,139,1701,1701
2787,AW00013786,Jon Chavez,50 - 59,New,1,5,1,1,139,5,5
17912,AW00028911,Levi Rodriguez,Above 70,New,1,5,1,1,139,5,5
15983,AW00026982,Jose Mu├▒oz,40 - 49,New,1,29,1,1,139,29,29
12053,AW00023052,Steven Stewart,Above 70,New,1,30,1,1,139,30,30
6148,AW00017147,Jennifer Nelson,Above 70,New,1,1701,1,1,139,1701,1701
17782,AW00028781,Alex Collins,60 - 69,New,1,2,1,1,139,2,2
16629,AW00027628,Jasmine Hughes,50 - 59,New,1,5,1,1,139,5,5
13868,AW00024867,Beth Suarez,60 - 69,New,1,21,1,1,139,21,21
18221,AW00029220,Melinda Ramos,40 - 49,New,1,25,1,1,139,25,25
15799,AW00026798,Jeremiah Garcia,40 - 49,New,1,29,1,1,139,29,29
13063,AW00024062,Crystal Cai,50 - 59,New,1,29,1,1,139,29,29
16657,AW00027656,Gabriel Bryant,Above 70,New,1,70,1,1,139,70,70
14317,AW00025316,Ronnie Zhu,40 - 49,New,1,5,1,1,139,5,5
15523,AW00026522,Logan Thompson,60 - 69,New,1,25,1,1,139,25,25
2513,AW00013512,Ken S├ínchez,Above 70,New,1,70,1,1,139,70,70
12904,AW00023903,Harold Subram,50 - 59,New,1,540,1,1,139,540,540
6609,AW00017608,Carlos Cooper,50 - 59,New,1,1701,1,1,139,1701,1701
13381,AW00024380,Maurice Yuan,50 - 59,New,1,5,1,1,139,5,5
3028,AW00014027,Carlos Perez,40 - 49,New,1,22,1,1,139,22,22
12208,AW00023207,Dalton Baker,50 - 59,New,1,30,1,1,139,30,30
14256,AW00025255,Logan Lal,40 - 49,New,1,33,1,1,139,33,33
18068,AW00029067,Russell Chander,60 - 69,New,1,540,1,1,139,540,540
6603,AW00017602,Dalton Williams,50 - 59,New,1,5,1,1,139,5,5
558,AW00011557,Felicia Ramos,50 - 59,New,1,21,1,1,139,21,21
1446,AW00012445,Cameron Taylor,60 - 69,New,1,22,1,1,139,22,22
1224,AW00012223,Felicia Vazquez,50 - 59,New,1,35,1,1,139,35,35
16368,AW00027367,Sydney Adams,40 - 49,New,1,70,1,1,139,70,70
7670,AW00018669,Adam Griffin,60 - 69,New,1,70,1,1,139,70,70
6441,AW00017440,Richard Cox,60 - 69,New,1,5,1,1,139,5,5
9722,AW00020721,Hailey Perry,40 - 49,New,1,25,1,1,139,25,25
8080,AW00019079,Brett Lopez,Above 70,New,1,25,1,1,139,25,25
1473,AW00012472,Jeffery Zhang,40 - 49,New,1,50,1,1,139,50,50
6615,AW00017614,Mason Cook,50 - 59,New,1,1701,1,1,139,1701,1701
16593,AW00027592,Hector Ruiz,50 - 59,New,1,5,1,1,139,5,5
16146,AW00027145,Pamela Chapman,40 - 49,New,1,35,1,1,139,35,35
17497,AW00028496,Adam Shan,50 - 59,New,1,70,1,1,139,70,70
16582,AW00027581,Phillip Kapoor,50 - 59,New,1,540,1,1,139,540,540
18453,AW00029452,Meredith Romero,40 - 49,New,1,742,1,1,139,742,742
16914,AW00027913,Brittney Zheng,40 - 49,New,1,5,1,1,139,5,5
10640,AW00021639,Anthony Wilson,50 - 59,New,1,10,1,1,139,10,10
16833,AW00027832,Margaret Powell,40 - 49,New,1,21,1,1,139,21,21
14025,AW00025024,Brad Pritchett,40 - 49,New,1,33,1,1,139,33,33
16166,AW00027165,Bruce Patel,40 - 49,New,1,4,1,1,139,4,4
10853,AW00021852,Eduardo Johnson,60 - 69,New,1,5,1,1,139,5,5
15742,AW00026741,Nichole Pal,50 - 59,New,1,70,1,1,139,70,70
10238,AW00021237,Luke Washington,40 - 49,New,1,70,1,1,139,70,70
7947,AW00018946,Brandon Simmons,50 - 59,New,1,70,1,1,139,70,70
11322,AW00022321,Alan Zeng,50 - 59,New,1,1701,1,1,139,1701,1701
12635,AW00023634,Ernest Li,60 - 69,New,1,4,1,1,139,4,4
12536,AW00023535,Dawn Goel,40 - 49,New,1,5,1,1,139,5,5
6833,AW00017832,Cameron Sharma,50 - 59,New,1,25,1,1,139,25,25
12202,AW00023201,Alyssa Butler,40 - 49,New,1,30,1,1,139,30,30
17595,AW00028594,Sydney Cooper,50 - 59,New,1,50,1,1,139,50,50
18406,AW00029405,Meagan Vance,40 - 49,New,1,54,1,1,139,54,54
8687,AW00019686,Charles Hernandez,50 - 59,New,1,70,1,1,139,70,70
9408,AW00020407,Kristopher Vance,60 - 69,New,1,5,1,1,139,5,5
14535,AW00025534,Casey Sanz,Above 70,New,1,5,1,1,139,5,5
16750,AW00027749,Alexis Brown,40 - 49,New,1,21,1,1,139,21,21
17893,AW00028892,Marissa Bryant,Above 70,New,1,21,1,1,139,21,21
17813,AW00028812,Brianna Watson,40 - 49,New,1,25,1,1,139,25,25
13384,AW00024383,Ronald Prasad,40 - 49,New,1,2384,1,1,139,2384,2384
15807,AW00026806,Caleb Mitchell,40 - 49,New,1,5,1,1,139,5,5
4459,AW00015458,Krystal Ma,Above 70,New,1,5,1,1,139,5,5
13112,AW00024111,Cameron Long,40 - 49,New,1,5,1,1,139,5,5
9736,AW00020735,Caitlin Cooper,40 - 49,New,1,1120,1,1,139,1120,1120
10522,AW00021521,Joanna Romero,Above 70,New,1,8,1,1,139,8,8
12522,AW00023521,Alexis Gonzales,50 - 59,New,1,22,1,1,139,22,22
16307,AW00027306,Tony Black,60 - 69,New,1,29,1,1,139,29,29
12711,AW00023710,Anna Sanchez,Above 70,New,1,30,1,1,139,30,30
18329,AW00029328,Jason Alexander,40 - 49,New,1,50,1,1,139,50,50
12074,AW00023073,Christian Griffin,Above 70,New,1,540,1,1,139,540,540
8514,AW00019513,Jessie Liang,40 - 49,New,1,25,1,1,139,25,25
10996,AW00021995,Kathryn Raji,50 - 59,New,1,35,1,1,139,35,35
12353,AW00023352,Kevin Mitchell,40 - 49,New,1,540,1,1,139,540,540
6264,AW00017263,Julia Flores,50 - 59,New,1,1701,1,1,139,1701,1701
17969,AW00028968,Marcus Morgan,Above 70,New,1,2,1,1,139,2,2
6526,AW00017525,Adam Wright,60 - 69,New,1,5,1,1,139,5,5
10860,AW00021859,Monica Kim,Above 70,New,1,5,1,1,139,5,5
18027,AW00029026,Sydney Mitchell,60 - 69,New,1,25,1,1,139,25,25
4534,AW00015533,Anna Richardson,40 - 49,New,1,5,1,1,139,5,5
3764,AW00014763,George Arun,60 - 69,New,1,5,1,1,139,5,5
6114,AW00017113,Clarence Pal,40 - 49,New,1,5,1,1,139,5,5
10935,AW00021934,Jennifer Cox,60 - 69,New,1,10,1,1,139,10,10
8829,AW00019828,Madison Wilson,50 - 59,New,1,22,1,1,139,22,22
5324,AW00016323,Dustin Raje,40 - 49,New,1,25,1,1,139,25,25
15936,AW00026935,Gabriel Butler,60 - 69,New,1,29,1,1,139,29,29
17586,AW00028585,Julian Russell,60 - 69,New,1,35,1,1,139,35,35
4705,AW00015704,Peter Luo,60 - 69,New,1,35,1,1,139,35,35
8812,AW00019811,Evan Allen,60 - 69,New,1,70,1,1,139,70,70
7848,AW00018847,Ariana Richardson,Above 70,New,1,70,1,1,139,70,70
15792,AW00026791,Kelvin Nath,40 - 49,New,1,4,1,1,139,4,4
16675,AW00027674,Gabrielle Rivera,60 - 69,New,1,21,1,1,139,21,21
4067,AW00015066,Diana Munoz,50 - 59,New,1,25,1,1,139,25,25
7630,AW00018629,Martin Srini,40 - 49,New,1,25,1,1,139,25,25
11547,AW00022546,Nicholas Jones,40 - 49,New,1,30,1,1,139,30,30
12035,AW00023034,Melanie Cooper,50 - 59,New,1,540,1,1,139,540,540
17606,AW00028605,Caleb Coleman,50 - 59,New,1,8,1,1,139,8,8
554,AW00011553,Sharon Luo,50 - 59,New,1,21,1,1,139,21,21
10527,AW00021526,Jonathon Munoz,50 - 59,New,1,30,1,1,139,30,30
9290,AW00020289,Jada Richardson,40 - 49,New,1,70,1,1,139,70,70
12901,AW00023900,Rafael Yang,40 - 49,New,1,540,1,1,139,540,540
12789,AW00023788,Michael Smith,60 - 69,New,1,1215,1,1,139,1215,1215
13488,AW00024487,Samantha Harris,40 - 49,New,1,5,1,1,139,5,5
8371,AW00019370,Gilbert Yang,40 - 49,New,1,5,1,1,139,5,5
1768,AW00012767,Christopher Robinson,60 - 69,New,1,35,1,1,139,35,35
14498,AW00025497,Marcus Torres,50 - 59,New,1,1701,1,1,139,1701,1701
9841,AW00020840,Alison Xie,60 - 69,New,1,4,1,1,139,4,4
6689,AW00017688,Pedro Subram,60 - 69,New,1,5,1,1,139,5,5
6409,AW00017408,Thomas Miller,Above 70,New,1,5,1,1,139,5,5
18431,AW00029430,Donna Goel,40 - 49,New,1,29,1,1,139,29,29
11148,AW00022147,Brett Kapoor,Above 70,New,1,70,1,1,139,70,70
8135,AW00019134,Sierra Allen,50 - 59,New,1,70,1,1,139,70,70
8814,AW00019813,Rebecca Perez,60 - 69,New,1,540,1,1,139,540,540
10377,AW00021376,Paula Ramos,50 - 59,New,1,5,1,1,139,5,5
6396,AW00017395,Katherine Ramirez,50 - 59,New,1,5,1,1,139,5,5
8356,AW00019355,Danny Munoz,40 - 49,New,1,25,1,1,139,25,25
8872,AW00019871,Bryce Rivera,60 - 69,New,1,70,1,1,139,70,70
8664,AW00019663,Alex Allen,40 - 49,New,1,70,1,1,139,70,70
17281,AW00028280,Tristan Powell,Above 70,New,1,5,1,1,139,5,5
12554,AW00023553,Jasmine Anderson,40 - 49,New,1,5,1,1,139,5,5
5358,AW00016357,Margaret Russell,40 - 49,New,1,5,1,1,139,5,5
15449,AW00026448,Kara Yuan,Above 70,New,1,21,1,1,139,21,21
1795,AW00012794,Megan Jackson,60 - 69,New,1,22,1,1,139,22,22
11995,AW00022994,Chloe Allen,40 - 49,New,1,540,1,1,139,540,540
4387,AW00015386,Nicholas Taylor,50 - 59,New,1,5,1,1,139,5,5
11590,AW00022589,Cynthia Suri,60 - 69,New,1,5,1,1,139,5,5
14810,AW00025809,Nicholas Williams,40 - 49,New,1,21,1,1,139,21,21
6932,AW00017931,Jeffery Zhao,40 - 49,New,1,30,1,1,139,30,30
6220,AW00017219,Kelsey Sharma,Above 70,New,1,35,1,1,139,35,35
16929,AW00027928,Dianne Slattengren,60 - 69,New,1,1120,1,1,139,1120,1120
15035,AW00026034,Rosa Gao,50 - 59,New,1,21,1,1,139,21,21
15472,AW00026471,Edward Perez,Above 70,New,1,25,1,1,139,25,25
12026,AW00023025,Richard Richardson,50 - 59,New,1,30,1,1,139,30,30
7403,AW00018402,Kimberly Kelly,50 - 59,New,1,5,1,1,139,5,5
5440,AW00016439,Dawn Deng,40 - 49,New,1,25,1,1,139,25,25
13203,AW00024202,Tamara Black,50 - 59,New,1,1120,1,1,139,1120,1120
11428,AW00022427,Willie Sharma,60 - 69,New,1,1701,1,1,139,1701,1701
11648,AW00022647,Taylor Martinez,50 - 59,New,1,2443,1,1,139,2443,2443
12917,AW00023916,Ruben Serrano,50 - 59,New,1,4,1,1,139,4,4
4967,AW00015966,Natalie Foster,60 - 69,New,1,5,1,1,139,5,5
12031,AW00023030,Aidan Jenkins,50 - 59,New,1,30,1,1,139,30,30
15426,AW00026425,Janelle Malhotra,40 - 49,New,1,70,1,1,139,70,70
18183,AW00029182,Wesley Xu,40 - 49,New,1,540,1,1,139,540,540
6224,AW00017223,Francis Torres,Above 70,New,1,22,1,1,139,22,22
2241,AW00013240,Blake Foster,60 - 69,New,1,22,1,1,139,22,22
7998,AW00018997,Eric King,Above 70,New,1,70,1,1,139,70,70
2210,AW00013209,Alexandria Bailey,Above 70,New,1,2320,1,1,139,2320,2320
9100,AW00020099,Devon Xie,60 - 69,New,1,5,1,1,138,5,5
16335,AW00027334,Corey Yuan,Above 70,New,1,5,1,1,138,5,5
7034,AW00018033,Evelyn Patel,40 - 49,New,1,25,1,1,138,25,25
7061,AW00018060,Sara Carter,60 - 69,New,1,1701,1,1,138,1701,1701
6266,AW00017265,Grace Flores,60 - 69,New,1,5,1,1,138,5,5
5502,AW00016501,Vanessa Wood,40 - 49,New,1,5,1,1,138,5,5
11731,AW00022730,Timothy Perez,Above 70,New,1,5,1,1,138,5,5
1977,AW00012976,Hunter Thompson,50 - 59,New,1,22,1,1,138,22,22
16623,AW00027622,Lucas Wilson,50 - 59,New,1,29,1,1,138,29,29
6823,AW00017822,Michelle Cooper,50 - 59,New,1,30,1,1,138,30,30
3183,AW00014182,Steve Lin,60 - 69,New,1,33,1,1,138,33,33
12169,AW00023168,Mya Hayes,50 - 59,New,1,540,1,1,138,540,540
6691,AW00017690,Jenna Gonzalez,40 - 49,New,1,1701,1,1,138,1701,1701
6871,AW00017870,Melissa Price,40 - 49,New,1,1701,1,1,138,1701,1701
7058,AW00018057,Logan Washington,40 - 49,New,1,1701,1,1,138,1701,1701
18052,AW00029051,Michele She,40 - 49,New,1,4,1,1,138,4,4
6455,AW00017454,Edward Perry,60 - 69,New,1,5,1,1,138,5,5
17604,AW00028603,Brian Bell,50 - 59,New,1,8,1,1,138,8,8
16004,AW00027003,Roger Jai,40 - 49,New,1,21,1,1,138,21,21
11765,AW00022764,Chase Brooks,Above 70,New,1,30,1,1,138,30,30
8878,AW00019877,Steve Zheng,60 - 69,New,1,70,1,1,138,70,70
18454,AW00029453,Victor Vazquez,Below 40,New,1,742,1,1,138,742,742
8482,AW00019481,Darren Suarez,50 - 59,New,1,4,1,1,138,4,4
14785,AW00025784,Damien Raje,Above 70,New,1,5,1,1,138,5,5
9389,AW00020388,Natasha Gill,Above 70,New,1,10,1,1,138,10,10
17229,AW00028228,Gloria Reed,40 - 49,New,1,21,1,1,138,21,21
6109,AW00017108,Susan Xu,40 - 49,New,1,25,1,1,138,25,25
12686,AW00023685,Alexa Reed,Above 70,New,1,30,1,1,138,30,30
1459,AW00012458,Veronica Sanchez,50 - 59,New,1,50,1,1,138,50,50
8008,AW00019007,Mackenzie Sanchez,60 - 69,New,1,70,1,1,138,70,70
13608,AW00024607,Kristine Ruiz,40 - 49,New,1,5,1,1,138,5,5
16035,AW00027034,Corey Nara,60 - 69,New,1,5,1,1,138,5,5
14299,AW00025298,Cedric He,40 - 49,New,1,5,1,1,138,5,5
2532,AW00013531,Tyrone Gutierrez,50 - 59,New,1,70,1,1,138,70,70
12391,AW00023390,Dakota Flores,50 - 59,New,1,540,1,1,138,540,540
12348,AW00023347,Eddie Carlson,60 - 69,New,1,5,1,1,138,5,5
3707,AW00014706,Kate Jai,40 - 49,New,1,25,1,1,138,25,25
15138,AW00026137,Joshua Clark,50 - 59,New,1,70,1,1,138,70,70
12366,AW00023365,Vanessa Flores,50 - 59,New,1,540,1,1,138,540,540
12013,AW00023012,Mathew Carlson,Above 70,New,1,5,1,1,138,5,5
6535,AW00017534,Robert Griffin,50 - 59,New,1,5,1,1,138,5,5
7073,AW00018072,Maria Perez,Above 70,New,1,5,1,1,138,5,5
11353,AW00022352,Elizabeth Moore,60 - 69,New,1,10,1,1,138,10,10
10482,AW00021481,Jose Diaz,Above 70,New,1,10,1,1,138,10,10
17464,AW00028463,Emmanuel Arun,60 - 69,New,1,21,1,1,138,21,21
2233,AW00013232,Kaitlyn Baker,Above 70,New,1,22,1,1,138,22,22
15501,AW00026500,Billy Ruiz,60 - 69,New,1,25,1,1,138,25,25
17335,AW00028334,Marco Tanara,Below 40,New,1,54,1,1,138,54,54
11156,AW00022155,Steve Cai,Above 70,New,1,70,1,1,138,70,70
18004,AW00029003,Veronica Perez,Above 70,New,1,5,1,1,138,5,5
1535,AW00012534,Katie Shan,50 - 59,New,1,9,1,1,138,9,9
2880,AW00013879,Derrick Hernandez,50 - 59,New,1,22,1,1,138,22,22
8462,AW00019461,Nichole Shan,50 - 59,New,1,25,1,1,138,25,25
566,AW00011565,Erik Diaz,50 - 59,New,1,35,1,1,138,35,35
17576,AW00028575,Linda Gutierrez,40 - 49,New,1,70,1,1,138,70,70
12395,AW00023394,Anna Bell,50 - 59,New,1,540,1,1,138,540,540
7532,AW00018531,Thomas Simmons,Above 70,New,1,5,1,1,138,5,5
14346,AW00025345,Olivia Powell,60 - 69,New,1,25,1,1,138,25,25
15210,AW00026209,Jan Cox,Below 40,New,1,2384,1,1,138,2384,2384
8749,AW00019748,Cory Prasad,Above 70,New,1,5,1,1,138,5,5
12815,AW00023814,Angela Foster,60 - 69,New,1,30,1,1,138,30,30
16694,AW00027693,Tyrone Alvarez,50 - 59,New,1,540,1,1,138,540,540
7426,AW00018425,Garrett Brooks,60 - 69,New,1,5,1,1,138,5,5
8645,AW00019644,Gloria Gill,40 - 49,New,1,5,1,1,138,5,5
10265,AW00021264,Caleb Butler,40 - 49,New,1,1120,1,1,138,1120,1120
9858,AW00020857,Jerry Becker,50 - 59,New,1,1120,1,1,138,1120,1120
3433,AW00014432,Antonio Russell,Above 70,New,1,22,1,1,138,22,22
3874,AW00014873,Fernando Long,40 - 49,New,1,22,1,1,138,22,22
12810,AW00023809,Danielle Sanchez,60 - 69,New,1,30,1,1,138,30,30
4708,AW00015707,Robin Rubio,60 - 69,New,1,35,1,1,138,35,35
7405,AW00018404,Alicia Raji,50 - 59,New,1,5,1,1,138,5,5
16020,AW00027019,Victoria Jackson,50 - 59,New,1,5,1,1,138,5,5
8939,AW00019938,Chelsea Patel,60 - 69,New,1,5,1,1,138,5,5
11802,AW00022801,Alicia Raje,60 - 69,New,1,5,1,1,138,5,5
18172,AW00029171,Jay Alvarez,60 - 69,New,1,25,1,1,138,25,25
11710,AW00022709,Tamara Gao,40 - 49,New,1,29,1,1,138,29,29
12446,AW00023445,Andy Carlson,40 - 49,New,1,29,1,1,138,29,29
13982,AW00024981,Jose Davis,Above 70,New,1,33,1,1,138,33,33
8167,AW00019166,Olivia Jenkins,40 - 49,New,1,70,1,1,138,70,70
16690,AW00027689,Seth Walker,50 - 59,New,1,540,1,1,138,540,540
15181,AW00026180,Jonathan Butler,40 - 49,New,1,5,1,1,138,5,5
13508,AW00024507,Madison Garcia,40 - 49,New,1,33,1,1,138,33,33
15160,AW00026159,Virginia Raman,60 - 69,New,1,70,1,1,138,70,70
18455,AW00029454,Victoria Bradley,40 - 49,New,1,742,1,1,138,742,742
16992,AW00027991,Natalie Rivera,Above 70,New,1,2,1,1,138,2,2
13826,AW00024825,Zoe Sanders,40 - 49,New,1,5,1,1,138,5,5
9190,AW00020189,Grace Hall,40 - 49,New,1,5,1,1,138,5,5
9294,AW00020293,Rachel Jackson,40 - 49,New,1,70,1,1,138,70,70
2272,AW00013271,Ryan Anderson,Above 70,New,1,2320,1,1,138,2320,2320
6819,AW00017818,Dale Yuan,50 - 59,New,1,4,1,1,138,4,4
6607,AW00017606,Jacqueline Peterson,50 - 59,New,1,5,1,1,138,5,5
585,AW00011584,Devin Carter,50 - 59,New,1,9,1,1,138,9,9
11418,AW00022417,Shaun Goel,50 - 59,New,1,21,1,1,138,21,21
18421,AW00029420,Linda Travers,40 - 49,New,1,54,1,1,138,54,54
16358,AW00027357,Victor Gutierrez,40 - 49,New,1,70,1,1,138,70,70
15429,AW00026428,Colin Ma,40 - 49,New,1,70,1,1,138,70,70
9186,AW00020185,Xavier Cooper,50 - 59,New,1,70,1,1,138,70,70
7080,AW00018079,Victoria Martin,Above 70,New,1,1701,1,1,138,1701,1701
14133,AW00025132,Lindsey Xie,40 - 49,New,1,5,1,1,138,5,5
5738,AW00016737,Steven Selikoff,40 - 49,New,1,5,1,1,138,5,5
17474,AW00028473,Bruce Rodriguez,Above 70,New,1,21,1,1,138,21,21
3463,AW00014462,Beth Sanz,50 - 59,New,1,22,1,1,138,22,22
8997,AW00019996,Grant She,40 - 49,New,1,70,1,1,138,70,70
11961,AW00022960,Douglas Malhotra,50 - 59,New,1,5,1,1,138,5,5
1536,AW00012535,Clifford Kapoor,50 - 59,New,1,9,1,1,138,9,9
14000,AW00024999,Shaun Jai,50 - 59,New,1,33,1,1,138,33,33
16496,AW00027495,Nina Luo,60 - 69,New,1,35,1,1,138,35,35
4097,AW00015096,Gary Schare,Above 70,New,1,70,1,1,138,70,70
8204,AW00019203,Darren Navarro,60 - 69,New,1,540,1,1,138,540,540
9878,AW00020877,Richard Ross,50 - 59,New,1,1120,1,1,138,1120,1120
5776,AW00016775,Sarah Russell,40 - 49,New,1,5,1,1,138,5,5
12676,AW00023675,Emmanuel Prasad,Above 70,New,1,30,1,1,138,30,30
1470,AW00012469,Shane Srini,50 - 59,New,1,50,1,1,138,50,50
16362,AW00027361,Valerie Yang,40 - 49,New,1,70,1,1,138,70,70
8635,AW00019634,Gregory Nath,40 - 49,New,1,70,1,1,138,70,70
17094,AW00028093,Brad Kumar,40 - 49,New,1,2,1,1,138,2,2
